,ID,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_0,Education_1,Education_2,Education_3,Education_4,Marital_Status_0,Marital_Status_1,Marital_Status_2,Marital_Status_3,Marital_Status_4,Marital_Status_5,Marital_Status_6,Marital_Status_7
743,7761,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
744,5278,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
745,3560,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
746,7235,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
747,10548,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
748,2281,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
749,4073,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
750,6974,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
751,7938,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
752,7094,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
753,3667,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
754,7723,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
755,3870,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
756,4012,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
757,5909,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
758,10470,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
759,6488,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
760,10270,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
761,6887,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
762,6406,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
763,7573,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
764,4508,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
765,221,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
766,5331,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
767,1911,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
768,20,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
769,8786,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
770,10582,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
771,1915,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
772,8897,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
773,2371,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
774,4303,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
775,6825,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
776,1072,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
777,4964,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
778,2461,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
779,10736,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
780,3194,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
781,10839,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
782,49,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
783,4290,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
784,10219,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
785,4211,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
786,1135,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
787,6299,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
788,10846,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
789,347,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
790,6543,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
791,10446,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
792,3479,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
793,11075,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
794,4442,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
795,199,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
796,6722,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
797,796,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
798,3749,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
799,8523,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
800,310,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
801,8629,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
802,236,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
803,9930,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
804,3483,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
805,4599,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
806,7326,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
807,7352,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
808,2350,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
809,9145,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
810,2964,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
811,5585,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
812,9687,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
813,3732,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
814,6303,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
815,11176,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
816,2986,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
817,7462,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
818,3900,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
819,7034,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
820,9493,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
821,1143,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
822,1,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
823,3855,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
824,5536,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
825,5989,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
826,9499,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
827,6768,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
828,2150,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
829,6646,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
830,4887,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
831,8560,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
832,3321,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
833,11003,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
834,10402,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
835,9904,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
836,6141,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
837,5687,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
838,10856,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
839,5121,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
840,4186,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
841,368,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
842,3312,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
843,11121,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
844,5332,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
845,5848,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
846,10343,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
847,5935,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
848,2895,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
849,10262,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
850,7848,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
851,9477,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
852,4856,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
853,7186,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
854,5794,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
855,1456,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
856,4877,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
857,425,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
858,3007,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
859,1031,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
860,4297,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
861,807,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
862,9553,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
863,4271,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
864,4120,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
865,2036,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
866,115,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
867,4259,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
868,8687,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
869,2447,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
870,10140,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
871,9353,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
872,3623,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
873,738,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
874,7631,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
875,4789,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
876,773,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
877,10602,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
878,1446,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
879,3270,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
880,8443,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
881,9653,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
882,8916,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
883,8017,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
884,5830,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
885,4597,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
886,7023,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
887,8086,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
888,8825,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
889,2930,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
890,1928,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
891,7108,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
892,10925,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
893,9960,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
894,8800,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
895,9224,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
896,5519,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
897,5046,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
898,7037,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
899,905,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
900,8624,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
901,8945,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
902,6445,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
903,2727,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
904,6404,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
905,11074,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
906,10150,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
907,1968,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
908,6534,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
909,9485,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
910,7053,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
911,4654,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
912,9760,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
913,1048,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
914,10619,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
915,9308,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
916,10505,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
917,8362,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
918,2625,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
919,4637,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
920,9972,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
921,4483,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
922,4487,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
923,4988,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
924,8931,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
925,5871,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
926,2008,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
927,3139,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
928,10037,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
929,10673,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
930,5303,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
